overall_faithfulness_score,ranking_mean_rank_causal,ranking_mean_rank_non_causal,ranking_normalized_mean_rank_causal,ranking_rank_separation,ranking_normalized_rank_separation,ranking_top_k_accuracy,magnitude_mean_attr_causal,magnitude_mean_attr_non_causal,magnitude_attribution_ratio,magnitude_attribution_difference,magnitude_normalized_attribution_difference,stability_stability_score,scenario,model_type,attribution_method
-32.60075964648932,500.5,500.5,166.5,0.0,0.0,0.5015,0.7874519278788675,0.8043190734119895,0.9790292856520608,-0.016867145533121963,-0.010596464893155763,1.0,fraud_detection,xgboost,integrated_gradients
