overall_faithfulness_score,ranking_mean_rank_causal,ranking_mean_rank_non_causal,ranking_normalized_mean_rank_causal,ranking_rank_separation,ranking_normalized_rank_separation,ranking_top_k_accuracy,magnitude_mean_attr_causal,magnitude_mean_attr_non_causal,magnitude_attribution_ratio,magnitude_attribution_difference,magnitude_normalized_attribution_difference,stability_stability_score,scenario,model_type,attribution_method
-24.098747879961962,500.5,500.5,124.875,0.0,0.0,1.0,0.41593630611896515,0.05604247748851776,7.421804401923239,0.3598938286304474,0.7625212003803755,1.0,asset_pricing,xgboost,xgboost
