overall_faithfulness_score,ranking_mean_rank_causal,ranking_mean_rank_non_causal,ranking_normalized_mean_rank_causal,ranking_rank_separation,ranking_normalized_rank_separation,ranking_top_k_accuracy,magnitude_mean_attr_causal,magnitude_mean_attr_non_causal,magnitude_attribution_ratio,magnitude_attribution_difference,magnitude_normalized_attribution_difference,stability_stability_score,scenario,model_type,attribution_method
-32.47292830672639,500.5,500.5,166.5,0.0,0.0,0.8585,0.042275666666666684,0.01214308333333333,3.481460639458679,0.03013258333333335,0.5537169327361129,1.0,fraud_detection,xgboost,shap
