fundamental_0,fundamental_1,spurious_0,spurious_1,spurious_2
0.08318032522112125,0.7896371902610655,0.018244145602712036,-0.21264266408908494,0.07128157866556603
-2.017562129383873,-1.160318512984678,0.054282939435723154,-0.18071817641765786,0.1511315544419495
0.23106224626744123,0.7618645007914843,0.10519884660346879,0.19145108988978832,0.16934579161862726
-1.367816472767853,-0.2406837195193731,-0.15085221545437744,-0.22074362978288384,-0.1889662494964755
0.1472256218747991,-1.1629693019252854,0.22763359745034117,0.30495503789804895,0.3187352442533991
0.5496015141674496,-1.4090549749771248,0.26441941659999524,-0.19785666544497776,0.03429402074007948
-1.0350274827533876,-1.1931330166093286,-0.018071062954050365,0.0578430355313403,-0.28391858941339243
0.3525554342217948,-2.404697977272325,0.0530922153030287,-0.16449178352441993,-0.006874154859759063
-2.1974223308215786,0.6400309269555652,-0.25841970854420104,-0.4365066997418807,-0.1621601624299025
-2.0207229039507606,0.05513324623917448,-0.14041180084686217,0.11048674261417858,0.15707581721371217
-0.3425534986041852,1.648914456221705,-0.14376258274283724,-0.011655631914827769,0.22184124534877236
-0.07862514990752345,3.783557153024797,0.2827173356774475,0.18526838655908784,0.09379026083384621
-0.8780061347240508,-1.1043981484585172,-0.15786858433906467,0.24265433018261093,0.09980914471960944
1.56010080155938,2.0134887001345914,-0.13220018481508547,-0.04959576331775306,-0.23575827969952723
1.4222803119049825,0.2507362932307005,0.1854703328266225,0.4464882794365705,0.10686316467806112
-1.6040826501260135,1.4518923657178597,-0.1504940853285367,-0.21770041810845334,-0.1249608706243357
-1.456326789189892,0.0639799751335326,-0.07567543634175868,-0.07715299822535732,-0.08883402364223814
0.22940381134827595,0.7246257163058631,-0.10294753109790622,0.10666140869875779,0.2493092722092151
-0.4116192824655392,1.2492854739737542,0.17822148613257913,0.23382091356073625,0.010060460659953252
2.5128180506093796,0.4224218821697628,-0.12260854419323979,0.15009362013088748,-0.057489629188070435
-0.45526979416386454,0.19057934917501063,-0.16029503684946625,-0.14328156480209495,-0.17779079196669864
0.4930931464341184,0.35579455120930586,-0.24636382833522158,0.31569176091603146,-0.06088802037553731
-0.5666853773802225,2.291268713057697,-0.14189952830003422,-0.02499849245968333,0.12326899199438582
1.8071242782477173,1.2828520657877742,0.04874381006773465,0.2947380794678956,0.2744392801281303
-1.3860480631890717,0.18023121540223128,0.3736723357747442,-0.11824074870279105,0.5209416923180397
-1.899362956849733,-1.5395200231535926,-0.2769885937390061,-0.13162365349851157,-0.20698952796554423
-0.2894811328083587,-0.2930856686208224,-0.07226032686478374,0.08674169996055481,-0.17348763759151367
-0.4167861530659427,-0.019397376685679535,0.1809964299630365,-0.2269484132107801,0.0752210698161412
1.4187909733453787,2.960047947325748,0.2202049118792333,0.33679852778864966,0.34421420525538377
1.2940345387375316,-1.799277633437493,-0.17075732056934267,0.09053714897360388,-0.12431435752488405
0.5541358163025323,-0.29868894060145407,-0.07803118133723234,6.115291756036978e-05,0.15884957262016225
-0.10349101266679028,1.7021832031453867,0.22164974643941293,0.26761514086000093,0.5146018624654316
1.701305099990479,0.5883683132235005,0.26576136489425123,0.18196943836413043,0.08278081858919561
-3.815155645534276,-0.3291461560032535,-0.23345611066763391,-0.038302168253033564,0.17233010125278533
1.0883648195825906,1.4702600125361922,-0.09272191692984719,-0.05966616165280891,0.29514644932633327
-2.077037392115385,0.9607873720187007,-0.3758428957915276,-0.05378610923808913,-0.22711576178022067
-0.8574721319549728,-0.48657826779237656,-0.004799930583339496,-0.0800768379276587,0.09596712847554417
-1.2267405224234729,1.6879933429636553,0.2781170807930546,-0.13030808081257383,0.3032523854355165
0.8918957000815905,-0.06718844698663873,0.20785584848892716,-0.03964721056499809,0.03546673773164105
-0.35505825879460684,0.020551747108377955,-0.08374445586973622,0.1343622483613724,0.1675355050019229
-0.419772306748354,0.9057243185289646,0.11165334013003733,0.32206824745672535,0.09488629502722201
