overall_faithfulness_score,ranking_mean_rank_causal,ranking_mean_rank_non_causal,ranking_normalized_mean_rank_causal,ranking_rank_separation,ranking_normalized_rank_separation,ranking_top_k_accuracy,magnitude_mean_attr_causal,magnitude_mean_attr_non_causal,magnitude_attribution_ratio,magnitude_attribution_difference,magnitude_normalized_attribution_difference,stability_stability_score,scenario,model_type,attribution_method
-32.45824728578522,500.5,500.5,166.5,0.0,0.0,0.8735,0.2258287500000001,0.044539499999999975,5.070302764961444,0.18128925000000012,0.6705271421477931,1.0,credit_risk,xgboost,shap
