overall_faithfulness_score,ranking_mean_rank_causal,ranking_mean_rank_non_causal,ranking_normalized_mean_rank_causal,ranking_rank_separation,ranking_normalized_rank_separation,ranking_top_k_accuracy,magnitude_mean_attr_causal,magnitude_mean_attr_non_causal,magnitude_attribution_ratio,magnitude_attribution_difference,magnitude_normalized_attribution_difference,stability_stability_score,scenario,model_type,attribution_method
-24.15351687903313,500.5,500.5,124.875,0.0,0.0,0.803,0.75689586327439,0.18403051697685255,4.1128823398871,0.5728653462975374,0.6088312096686811,1.0,asset_pricing,xgboost,shap
