behavioral_0,behavioral_1,proxy_0,proxy_1
0.27866666666666673,0.17950000000000002,0.011166666666666603,0.022666666666666675
0.18233333333333335,0.2840000000000002,0.03733333333333323,-0.011666666666666825
0.19891666666666677,0.2625833333333334,0.02841666666666659,0.0020833333333332704
0.023249999999999927,0.48525000000000024,-0.041750000000000065,0.025249999999999922
-0.19425000000000006,-0.2572500000000001,-0.039749999999999945,-0.01674999999999993
0.02550000000000006,-0.5406666666666671,-0.002666666666666595,0.009833333333333534
-0.17966666666666672,-0.09033333333333327,-0.1465,-0.09150000000000004
-0.1145,-0.21016666666666678,-0.06749999999999995,-0.11583333333333327
0.07325000000000012,-0.3434166666666668,-0.20791666666666678,-0.02991666666666659
0.05008333333333325,0.40075000000000016,0.028916666666666615,0.012249999999999983
0.17825000000000008,0.23141666666666666,0.055250000000000035,0.027083333333333237
-0.0581666666666668,0.1641666666666667,0.3841666666666669,0.0018333333333332424
0.5532500000000004,-0.17158333333333356,0.07124999999999988,0.0390833333333333
-0.08399999999999999,-0.35083333333333355,-0.04949999999999995,-0.023666666666666558
0.19083333333333344,0.2273333333333334,0.05399999999999993,0.01983333333333326
-0.06483333333333334,-0.41216666666666685,-0.011333333333333195,-0.019666666666666586
0.14808333333333332,0.22025000000000008,0.06641666666666662,0.05724999999999997
0.16633333333333336,0.2141666666666667,0.06666666666666664,0.04483333333333328
-0.16425000000000003,-0.29975000000000007,-0.02041666666666664,-0.023583333333333317
0.39250000000000024,0.040166666666666635,0.024333333333333207,0.03499999999999995
0.24041666666666672,0.21475000000000005,0.008583333333333276,0.028249999999999935
-0.5225833333333336,0.11825000000000016,-0.0589166666666667,-0.044749999999999845
0.19733333333333344,0.14716666666666664,0.10683333333333335,0.04066666666666657
0.2340000000000001,0.14749999999999996,0.06299999999999999,0.04749999999999993
-0.3381666666666669,-0.2051666666666667,0.04200000000000012,-0.006666666666666599
0.14016666666666672,0.28983333333333344,0.03383333333333327,0.028166666666666562
0.1866666666666667,0.2958333333333335,0.0063333333333332196,0.00316666666666654
0.2920000000000002,0.2575000000000001,-0.06416666666666683,0.0066666666666664876
-0.4059166666666669,-0.038749999999999896,-0.05541666666666667,-0.007916666666666572
0.12141666666666669,0.38891666666666685,-0.029750000000000117,0.011416666666666575
-0.057500000000000016,-0.4125000000000002,-0.0008333333333332416,-0.03716666666666657
-0.20641666666666672,-0.21158333333333348,-0.04674999999999989,-0.0432499999999999
0.2341666666666667,0.24183333333333348,0.033166666666666636,-0.017166666666666885
0.2710833333333334,0.10608333333333334,0.08308333333333334,0.03174999999999989
0.33900000000000013,0.19033333333333344,-0.013500000000000068,-0.023833333333333456
0.30000000000000004,0.08933333333333333,0.0665,0.036166666666666625
0.03958333333333322,0.5070833333333337,-0.04808333333333339,-0.0065833333333334965
0.14200000000000002,0.3006666666666668,0.048666666666666684,0.0006666666666664822
0.1906666666666668,0.22000000000000003,0.05799999999999991,0.023333333333333206
0.03541666666666659,0.4254166666666669,-0.008416666666666739,0.039583333333333234
-0.11233333333333327,-0.3768333333333336,0.04383333333333339,-0.06266666666666658
0.31441666666666684,0.10741666666666656,0.03674999999999998,0.03341666666666665
0.19258333333333327,0.17858333333333345,0.0670833333333333,0.053749999999999964
0.17875000000000005,0.27558333333333346,0.0035833333333332718,0.03408333333333323
-0.05908333333333324,-0.22308333333333347,-0.1885833333333334,-0.037249999999999894
-0.3300000000000002,-0.09233333333333327,-0.07283333333333329,-0.012833333333333252
-0.15491666666666665,-0.3157500000000002,-0.053416666666666675,0.01608333333333356
-0.33991666666666687,-0.13491666666666666,-0.029416666666666612,-0.003749999999999809
-0.36766666666666686,0.11350000000000016,-0.2245000000000001,-0.02933333333333321
-0.44091666666666696,0.18041666666666684,-0.024749999999999883,-0.22275000000000003
0.04474999999999987,0.3995833333333336,0.015749999999999875,0.03191666666666663
0.48233333333333356,-0.08100000000000013,0.05399999999999992,0.03666666666666668
-0.27308333333333346,-0.1307500000000001,-0.06458333333333324,-0.03958333333333319
